symbol,report_date,period,revenue,gross_profit,operating_income,net_income,total_assets,total_liabilities,total_equity,cash_from_operations
AAPL,2015-03-31,quarterly,58010000000.0,23656000000.0,18278000000.0,13569000000.0,261194000000.0,132188000000.0,129006000000.0,19081000000.0
AAPL,2015-06-30,quarterly,49605000000.0,19681000000.0,14083000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,14988000000.0
AAPL,2015-09-30,quarterly,51501000000.0,20548000000.0,14623000000.0,11124000000.0,290479000000.0,171124000000.0,119355000000.0,13475000000.0
AAPL,2015-12-31,quarterly,75872000000.0,30423000000.0,24171000000.0,18361000000.0,293284000000.0,165017000000.0,128267000000.0,27463000000.0
AAPL,2016-03-31,quarterly,50557000000.0,19921000000.0,13987000000.0,10516000000.0,305277000000.0,174820000000.0,130457000000.0,11601000000.0
AAPL,2016-06-30,quarterly,42358000000.0,16106000000.0,10105000000.0,7796000000.0,305602000000.0,179061000000.0,126541000000.0,10634000000.0
AAPL,2016-09-30,quarterly,46852000000.0,17813000000.0,11761000000.0,9014000000.0,321686000000.0,193437000000.0,128249000000.0,16126000000.0
AAPL,2016-12-31,quarterly,78351000000.0,30176000000.0,23359000000.0,17891000000.0,331141000000.0,198751000000.0,132390000000.0,27234000000.0
AAPL,2017-03-31,quarterly,52896000000.0,20591000000.0,14097000000.0,11029000000.0,334532000000.0,200450000000.0,134082000000.0,12570000000.0
AAPL,2017-06-30,quarterly,45408000000.0,17488000000.0,10768000000.0,8717000000.0,345173000000.0,212748000000.0,132425000000.0,8672000000.0
AAPL,2017-09-30,quarterly,52579000000.0,19931000000.0,13120000000.0,10714000000.0,375319000000.0,241272000000.0,134047000000.0,15656000000.0
AAPL,2017-12-31,quarterly,88293000000.0,33912000000.0,26274000000.0,20065000000.0,406794000000.0,266595000000.0,140199000000.0,28293000000.0
AAPL,2018-03-31,quarterly,61137000000.0,23422000000.0,15894000000.0,13822000000.0,367502000000.0,240624000000.0,126878000000.0,15130000000.0
AAPL,2018-06-30,quarterly,53265000000.0,20421000000.0,12612000000.0,11519000000.0,349197000000.0,234248000000.0,114949000000.0,14488000000.0
AAPL,2018-09-30,quarterly,62900000000.0,24084000000.0,16118000000.0,14125000000.0,365725000000.0,258578000000.0,107147000000.0,19523000000.0
AAPL,2018-12-31,quarterly,84310000000.0,32031000000.0,23346000000.0,19965000000.0,373719000000.0,255827000000.0,117892000000.0,26690000000.0
AAPL,2019-03-31,quarterly,58015000000.0,21821000000.0,13415000000.0,11561000000.0,341998000000.0,236138000000.0,105860000000.0,11155000000.0
AAPL,2019-06-30,quarterly,53809000000.0,20227000000.0,11544000000.0,10044000000.0,322239000000.0,225783000000.0,96456000000.0,11636000000.0
AAPL,2019-09-30,quarterly,64040000000.0,24313000000.0,15625000000.0,13686000000.0,338516000000.0,248028000000.0,90488000000.0,19910000000.0
AAPL,2019-12-31,quarterly,91819000000.0,35217000000.0,25569000000.0,22236000000.0,340618000000.0,251087000000.0,89531000000.0,30516000000.0
AAPL,2020-03-31,quarterly,58313000000.0,22370000000.0,12853000000.0,11249000000.0,320400000000.0,241975000000.0,78425000000.0,13311000000.0
AAPL,2020-06-30,quarterly,59685000000.0,22680000000.0,13091000000.0,11253000000.0,317344000000.0,245062000000.0,72282000000.0,16271000000.0
AAPL,2020-09-30,quarterly,64698000000.0,24689000000.0,14775000000.0,12673000000.0,323888000000.0,258549000000.0,65339000000.0,20576000000.0
AAPL,2020-12-31,quarterly,111439000000.0,44328000000.0,33534000000.0,28755000000.0,354054000000.0,287830000000.0,66224000000.0,38763000000.0
AAPL,2021-03-31,quarterly,89584000000.0,38079000000.0,27503000000.0,23630000000.0,337158000000.0,267980000000.0,69178000000.0,23981000000.0
AAPL,2021-06-30,quarterly,81434000000.0,35255000000.0,24126000000.0,21744000000.0,329840000000.0,265560000000.0,64280000000.0,21094000000.0
AAPL,2021-09-30,quarterly,83360000000.0,35174000000.0,23786000000.0,20551000000.0,351002000000.0,287912000000.0,63090000000.0,20200000000.0
AAPL,2021-12-31,quarterly,123945000000.0,54243000000.0,41488000000.0,34630000000.0,381191000000.0,309259000000.0,71932000000.0,46966000000.0
AAPL,2022-03-31,quarterly,97278000000.0,42559000000.0,29979000000.0,25010000000.0,350662000000.0,283263000000.0,67399000000.0,28166000000.0
AAPL,2022-06-30,quarterly,82959000000.0,35885000000.0,23076000000.0,19442000000.0,336309000000.0,278202000000.0,58107000000.0,22892000000.0
AAPL,2022-09-30,quarterly,90146000000.0,38095000000.0,24894000000.0,20721000000.0,352755000000.0,302083000000.0,50672000000.0,24127000000.0
AAPL,2022-12-31,quarterly,117154000000.0,50332000000.0,36016000000.0,29998000000.0,346747000000.0,290020000000.0,56727000000.0,34005000000.0
AAPL,2023-03-31,quarterly,94836000000.0,41976000000.0,28318000000.0,24160000000.0,332160000000.0,270002000000.0,62158000000.0,28560000000.0
AAPL,2023-06-30,quarterly,81797000000.0,36413000000.0,22998000000.0,19881000000.0,335038000000.0,274764000000.0,60274000000.0,26380000000.0
AAPL,2023-09-30,quarterly,89498000000.0,40427000000.0,26969000000.0,22956000000.0,352583000000.0,290437000000.0,62146000000.0,21598000000.0
AAPL,2023-12-31,quarterly,119575000000.0,54855000000.0,40373000000.0,33916000000.0,353514000000.0,279414000000.0,74100000000.0,39895000000.0
AAPL,2024-03-31,quarterly,90753000000.0,42271000000.0,27900000000.0,23636000000.0,337411000000.0,263217000000.0,74194000000.0,22690000000.0
AAPL,2024-06-30,quarterly,85777000000.0,39678000000.0,25352000000.0,21448000000.0,331612000000.0,264904000000.0,66708000000.0,28858000000.0
AAPL,2024-09-30,quarterly,94930000000.0,43879000000.0,29591000000.0,14736000000.0,364980000000.0,308030000000.0,56950000000.0,26811000000.0
AAPL,2024-12-31,quarterly,124300000000.0,58275000000.0,42832000000.0,36330000000.0,344085000000.0,277327000000.0,66758000000.0,29935000000.0
AAPL,2025-03-31,quarterly,95359000000.0,44867000000.0,29589000000.0,24780000000.0,331233000000.0,264437000000.0,66796000000.0,23952000000.0
