symbol,report_date,period,revenue,gross_profit,operating_income,net_income,total_assets,total_liabilities,total_equity,cash_from_operations
GOOGL,2008-09-30,quarterly,5541400000.0,3368010000.0,1647565000.0,1289939000.0,30806974000.0,3332112000.0,27474862000.0,2184958000.0
GOOGL,2008-12-31,quarterly,5700950000.0,3510945000.0,1860205000.0,382442000.0,31767575000.0,3528713000.0,28238862000.0,2122299000.0
GOOGL,2009-03-31,quarterly,5509000000.0,3407000000.0,1884000000.0,1422828000.0,33513029000.0,3664934000.0,29848095000.0,2249512000.0
GOOGL,2009-06-30,quarterly,5523000000.0,3415000000.0,1874000000.0,1484545000.0,35158760000.0,3563904000.0,31594856000.0,1609172000.0
GOOGL,2009-09-30,quarterly,5945000000.0,3719000000.0,2074000000.0,1638975000.0,37702845000.0,3981092000.0,33721753000.0,2725983000.0
GOOGL,2009-12-31,quarterly,6673863000.0,4265463000.0,2480983000.0,1974100000.0,40496778000.0,4492554000.0,36004224000.0,2731531000.0
GOOGL,2010-03-31,quarterly,6775000000.0,4323000000.0,2488000000.0,1955000000.0,42871000000.0,4588000000.0,38283000000.0,2584000000.0
GOOGL,2010-06-30,quarterly,6820000000.0,4353000000.0,2365000000.0,1840000000.0,48045000000.0,7432000000.0,40613000000.0,2085000000.0
GOOGL,2010-09-30,quarterly,7286000000.0,4734000000.0,2547000000.0,2167000000.0,53342000000.0,10052000000.0,43290000000.0,2886000000.0
GOOGL,2010-12-31,quarterly,8440000000.0,5494000000.0,2982000000.0,2543000000.0,57851000000.0,11610000000.0,46241000000.0,3526000000.0
GOOGL,2011-03-31,quarterly,8575000000.0,5639000000.0,2296000000.0,1798000000.0,59960000000.0,11109000000.0,48851000000.0,3172000000.0
GOOGL,2011-06-30,quarterly,9026000000.0,5854000000.0,2881000000.0,2505000000.0,64861000000.0,12870000000.0,51991000000.0,3519000000.0
GOOGL,2011-09-30,quarterly,9720000000.0,6342000000.0,3058000000.0,2729000000.0,69088000000.0,14258000000.0,54830000000.0,3950000000.0
GOOGL,2011-12-31,quarterly,10583000000.0,6880000000.0,3507000000.0,2705000000.0,72574000000.0,14429000000.0,58145000000.0,3924000000.0
GOOGL,2012-03-31,quarterly,10645000000.0,6856000000.0,3389000000.0,2890000000.0,77144000000.0,15432000000.0,61712000000.0,3694000000.0
GOOGL,2012-06-30,quarterly,11807000000.0,7130000000.0,3237000000.0,2785000000.0,86051000000.0,21330000000.0,64721000000.0,4252000000.0
GOOGL,2012-09-30,quarterly,13304000000.0,7349000000.0,2740000000.0,2176000000.0,89730000000.0,21702000000.0,68028000000.0,4004000000.0
GOOGL,2012-12-31,quarterly,13215000000.0,7937000000.0,3432000000.0,2886000000.0,93798000000.0,22083000000.0,71715000000.0,4669000000.0
GOOGL,2013-03-31,quarterly,12951000000.0,7815000000.0,3748000000.0,3346000000.0,96692000000.0,21219000000.0,75473000000.0,3633000000.0
GOOGL,2013-06-30,quarterly,13107000000.0,7912000000.0,3465000000.0,3228000000.0,101182000000.0,22330000000.0,78852000000.0,4705000000.0
GOOGL,2013-09-30,quarterly,13754000000.0,8345000000.0,3761000000.0,2970000000.0,105068000000.0,22079000000.0,82989000000.0,5083000000.0
GOOGL,2013-12-31,quarterly,16858000000.0,9420000000.0,3922000000.0,3376000000.0,110920000000.0,23611000000.0,87309000000.0,5238000000.0
GOOGL,2014-03-31,quarterly,15420000000.0,9459000000.0,4115000000.0,3452000000.0,116526000000.0,24815000000.0,91711000000.0,4391000000.0
GOOGL,2014-06-30,quarterly,15955000000.0,9841000000.0,4258000000.0,3422000000.0,121608000000.0,25859000000.0,95749000000.0,5627000000.0
GOOGL,2014-09-30,quarterly,16523000000.0,9828000000.0,3724000000.0,2813000000.0,125781000000.0,26966000000.0,98815000000.0,5994000000.0
GOOGL,2014-12-31,quarterly,18103000000.0,11182000000.0,4399000000.0,4757000000.0,131133000000.0,26633000000.0,104500000000.0,6364000000.0
GOOGL,2015-03-31,quarterly,17258000000.0,10902000000.0,4447000000.0,3586000000.0,133400000000.0,24952000000.0,108448000000.0,6617000000.0
GOOGL,2015-06-30,quarterly,17727000000.0,11144000000.0,4825000000.0,3931000000.0,138807000000.0,27024000000.0,111783000000.0,6985000000.0
GOOGL,2015-09-30,quarterly,18675000000.0,11638000000.0,4708000000.0,3979000000.0,144281000000.0,28040000000.0,116241000000.0,6007000000.0
GOOGL,2015-12-31,quarterly,21329000000.0,13141000000.0,5380000000.0,4923000000.0,147461000000.0,27130000000.0,120331000000.0,6415000000.0
GOOGL,2016-03-31,quarterly,20257000000.0,12609000000.0,5342000000.0,4207000000.0,149747000000.0,26178000000.0,123569000000.0,7658000000.0
GOOGL,2016-06-30,quarterly,21500000000.0,13370000000.0,5968000000.0,4877000000.0,154292000000.0,26413000000.0,127879000000.0,9120000000.0
GOOGL,2016-09-30,quarterly,22451000000.0,13752000000.0,5767000000.0,5061000000.0,159948000000.0,25845000000.0,134103000000.0,9845000000.0
GOOGL,2016-12-31,quarterly,26064000000.0,15403000000.0,6639000000.0,5333000000.0,167497000000.0,28461000000.0,139036000000.0,9413000000.0
GOOGL,2017-03-31,quarterly,24750000000.0,14955000000.0,6568000000.0,5426000000.0,172756000000.0,27807000000.0,144949000000.0,9548000000.0
GOOGL,2017-06-30,quarterly,26010000000.0,15637000000.0,4132000000.0,3524000000.0,178621000000.0,30335000000.0,148286000000.0,7403000000.0
GOOGL,2017-09-30,quarterly,27772000000.0,16624000000.0,7782000000.0,6732000000.0,189536000000.0,32436000000.0,157100000000.0,9872000000.0
GOOGL,2017-12-31,quarterly,32323000000.0,18056000000.0,7664000000.0,-3020000000.0,197295000000.0,44793000000.0,152502000000.0,10268000000.0
GOOGL,2018-03-31,quarterly,31146000000.0,17679000000.0,7633000000.0,9401000000.0,206935000000.0,46110000000.0,160825000000.0,11642000000.0
GOOGL,2018-06-30,quarterly,32657000000.0,18774000000.0,3045000000.0,3195000000.0,211610000000.0,49610000000.0,162000000000.0,10132000000.0
GOOGL,2018-09-30,quarterly,33740000000.0,19459000000.0,8625000000.0,9192000000.0,221538000000.0,51698000000.0,169840000000.0,13210000000.0
GOOGL,2018-12-31,quarterly,39276000000.0,21358000000.0,8203000000.0,8948000000.0,232792000000.0,55164000000.0,177628000000.0,12987000000.0
GOOGL,2019-03-31,quarterly,36339000000.0,20327000000.0,6608000000.0,6657000000.0,245349000000.0,61877000000.0,183472000000.0,12000000000.0
GOOGL,2019-06-30,quarterly,38944000000.0,21648000000.0,9180000000.0,9947000000.0,257101000000.0,64909000000.0,192192000000.0,12627000000.0
GOOGL,2019-09-30,quarterly,40499000000.0,22931000000.0,9177000000.0,7068000000.0,263044000000.0,68075000000.0,194969000000.0,15466000000.0
GOOGL,2019-12-31,quarterly,46075000000.0,25055000000.0,9266000000.0,10671000000.0,275909000000.0,74467000000.0,201442000000.0,14427000000.0
GOOGL,2020-03-31,quarterly,41159000000.0,22177000000.0,7977000000.0,6836000000.0,273403000000.0,69744000000.0,203659000000.0,11451000000.0
GOOGL,2020-06-30,quarterly,38297000000.0,19744000000.0,6383000000.0,6959000000.0,278492000000.0,71170000000.0,207322000000.0,13993000000.0
GOOGL,2020-09-30,quarterly,46173000000.0,25056000000.0,11213000000.0,11247000000.0,299243000000.0,86323000000.0,212920000000.0,17003000000.0
GOOGL,2020-12-31,quarterly,56898000000.0,30818000000.0,15651000000.0,15227000000.0,319616000000.0,97072000000.0,222544000000.0,22677000000.0
GOOGL,2021-03-31,quarterly,55314000000.0,31211000000.0,16437000000.0,17930000000.0,327095000000.0,97082000000.0,230013000000.0,19289000000.0
GOOGL,2021-06-30,quarterly,61880000000.0,35653000000.0,19361000000.0,18525000000.0,335387000000.0,97822000000.0,237565000000.0,21890000000.0
GOOGL,2021-09-30,quarterly,65118000000.0,37497000000.0,21031000000.0,18936000000.0,347403000000.0,102836000000.0,244567000000.0,25539000000.0
GOOGL,2021-12-31,quarterly,75325000000.0,42337000000.0,21885000000.0,20642000000.0,359268000000.0,107633000000.0,251635000000.0,24934000000.0
GOOGL,2022-03-31,quarterly,68011000000.0,38412000000.0,20094000000.0,16436000000.0,357096000000.0,103092000000.0,254004000000.0,25106000000.0
GOOGL,2022-06-30,quarterly,69685000000.0,39581000000.0,19453000000.0,16002000000.0,355185000000.0,99766000000.0,255419000000.0,19422000000.0
GOOGL,2022-09-30,quarterly,69092000000.0,37934000000.0,17135000000.0,13910000000.0,358255000000.0,104629000000.0,253626000000.0,23353000000.0
GOOGL,2022-12-31,quarterly,76048000000.0,40706000000.0,18160000000.0,13624000000.0,365264000000.0,109120000000.0,256144000000.0,23614000000.0
GOOGL,2023-03-31,quarterly,69787000000.0,39175000000.0,17415000000.0,15051000000.0,369491000000.0,108597000000.0,260894000000.0,23509000000.0
GOOGL,2023-06-30,quarterly,74604000000.0,42688000000.0,21838000000.0,18368000000.0,383044000000.0,115903000000.0,267141000000.0,28666000000.0
GOOGL,2023-09-30,quarterly,76693000000.0,43464000000.0,21343000000.0,19689000000.0,396711000000.0,123509000000.0,273202000000.0,30656000000.0
GOOGL,2023-12-31,quarterly,86310000000.0,48735000000.0,23697000000.0,20687000000.0,402392000000.0,119013000000.0,283379000000.0,18915000000.0
GOOGL,2024-03-31,quarterly,80539000000.0,46827000000.0,25472000000.0,23662000000.0,407350000000.0,114506000000.0,292844000000.0,28848000000.0
GOOGL,2024-06-30,quarterly,84742000000.0,49235000000.0,27425000000.0,23619000000.0,414770000000.0,114017000000.0,300753000000.0,26640000000.0
GOOGL,2024-09-30,quarterly,88268000000.0,51794000000.0,28521000000.0,26301000000.0,430266000000.0,116147000000.0,314119000000.0,30698000000.0
GOOGL,2024-12-31,quarterly,96469000000.0,55856000000.0,30972000000.0,26536000000.0,450256000000.0,125172000000.0,325084000000.0,39113000000.0
GOOGL,2025-03-31,quarterly,90234000000.0,53873000000.0,30606000000.0,34540000000.0,475374000000.0,130107000000.0,345267000000.0,36150000000.0
